Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-2259,T202419620 SR 71 Freight Bottleneck Relief — Smyrna,"Intersection capacity, turning-radius, and signal timing improvements for industrial freight on SR 71 MP 42.3 in Smyrna.",Kent,SR 71,freight,22710000,19412863,unfunded,row,35,freight; auto,2029,1,6,false,false,false,false,freight; bottleneck; signal; reliability
UNF-2260,T202519657 US 40 Bridge Preservation — Delaware City FY26,"Deck overlay, joint replacement, and scour countermeasures on the US 40 bridge near Delaware City (MP 30.1).",New Castle,US 40,bridge,35630000,33745184,partially-funded,planning,7,auto; freight,2029,0,8,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-2261,T202619694 SR 92 Intersection Safety Package — Red Lion Group A,"Systemic safety package at SR 92 MP 17.1 serving Red Lion: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 92,safety,13550000,12464242,unfunded,preliminary-design,31,auto; pedestrian,2025,3,21,true,true,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-2262,T202719731 Dagsboro Sidewalk and Crossing Gap Closure — SR 300,"Fill sidewalk gaps and add high-visibility crossings along SR 300 MP 19.0 in Dagsboro, with ADA curb ramps.",Sussex,SR 300,bike-ped,4940000,3836800,unfunded,preliminary-design,25,pedestrian; bicycle,2027,3,22,true,true,true,false,pedestrian; ada; crossing; vru
UNF-2263,T202219768 Greenwood Complete Streets — SR 896 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 896 through Greenwood town center (FY27).",Sussex,SR 896,complete-streets,16230000,12706886,unfunded,final-design,71,auto; pedestrian; bicycle,2029,0,5,false,true,true,false,complete-streets; bike-ped; equity; safety
UNF-2264,T202319805 Seaford Shared-Use Path — SR 273 FY27,Construct a shared-use path parallel to SR 273 MP 11.8 connecting neighborhoods and schools in Seaford.,Sussex,SR 273,bike-ped,4840000,3742968,unfunded,preliminary-design,29,pedestrian; bicycle,2026,6,34,true,true,true,false,bicycle; pedestrian; trail; vru
UNF-2265,T202419842 SR 14 ITS Camera and Fiber — Clayton Group B,"CCTV, fiber interconnect, and TMC integration on SR 14 MP 1.0 serving Clayton and Kent County operations.",Kent,SR 14,signals,2670000,2146694,unfunded,row,56,auto,2028,0,12,false,true,false,false,its; operations; congestion; signal
UNF-2266,T202519879 SR 896 Bridge Preservation — Houston Phase 1,"Deck overlay, joint replacement, and scour countermeasures on the SR 896 bridge near Houston (MP 36.6).",Kent,SR 896,bridge,25240000,23768733,unfunded,final-design,81,auto; freight,2025,1,10,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-2267,T202619916 SR 14 Bridge Preservation — Dover Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 14 bridge near Dover (MP 32.3).",Kent,SR 14,bridge,22130000,22009251,unfunded,construction-ready,98,auto; freight,2027,0,4,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-2268,T202719953 US 301 Bridge Preservation — Newport Phase 1,"Deck overlay, joint replacement, and scour countermeasures on the US 301 bridge near Newport (MP 20.9).",New Castle,US 301,bridge,32360000,28312382,unfunded,construction-ready,91,auto; freight,2025,1,6,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-2269,T202219990 Camden-Wyoming Local Road Safety Plan,Data-driven local road safety plan for Camden-Wyoming identifying a high-injury network and proven countermeasures.,Kent,SR 1,planning,660000,652073,unfunded,final-design,73,auto; pedestrian,2029,1,12,false,true,true,false,safety-plan; data-driven; planning
UNF-2270,T202320027 SR 7 Pavement Rehab — Stanton Group B,Mill and overlay of deteriorated SR 7 lanes through Stanton (MP 34.9) to restore ride quality. Limited safety or equity components.,New Castle,SR 7,pavement,11990000,11636511,partially-funded,planning,7,auto,2028,1,13,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-2271,T202420064 SR 24 Drainage and Flood Mitigation — Laurel,Stormwater upgrades and roadway raising where SR 24 MP 26.4 floods near Laurel.,Sussex,SR 24,resilience,22940000,22715028,unfunded,final-design,80,auto,2026,0,9,false,false,true,false,flood; drainage; resilience
UNF-2272,T202520101 I-95 Bridge Preservation — Elsmere Northbound,"Deck overlay, joint replacement, and scour countermeasures on the I-95 bridge near Elsmere (MP 26.1).",New Castle,I-95,bridge,11980000,11096451,partially-funded,preliminary-design,29,auto; freight,2025,0,10,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-2273,T202620138 Rising Sun DART Stop and Access Improvements — SR 20,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 20 in Rising Sun.",Kent,SR 20,transit,4580000,4248860,unfunded,final-design,67,transit; pedestrian,2026,0,12,false,false,false,false,transit; equity; pedestrian; ada
UNF-2274,T202720175 Christiana Sidewalk and Crossing Gap Closure — SR 42,"Fill sidewalk gaps and add high-visibility crossings along SR 42 MP 7.0 in Christiana, with ADA curb ramps.",New Castle,SR 42,bike-ped,5890000,4935222,partially-funded,row,38,pedestrian; bicycle,2028,2,9,true,true,false,false,pedestrian; ada; crossing; vru
UNF-2275,T202220212 SR 4 Concrete Pavement Restoration — Red Lion,"Slab repair, diamond grinding, and joint resealing on SR 4 MP 25.5 in New Castle County near Red Lion.",New Castle,SR 4,pavement,26780000,26228176,partially-funded,construction-ready,86,auto,2028,1,5,false,false,false,false,pavement; concrete; preservation
UNF-2276,T202320249 SR 2 ITS Camera and Fiber — Wyoming Phase 1,"CCTV, fiber interconnect, and TMC integration on SR 2 MP 13.2 serving Wyoming and Kent County operations.",Kent,SR 2,signals,1430000,1322150,unfunded,row,39,auto,2027,1,10,false,true,false,false,its; operations; congestion; signal
UNF-2277,T202420286 US 13 Pavement Rehab — Frankford Group A,Mill and overlay of deteriorated US 13 lanes through Frankford (MP 38.6) to restore ride quality. Limited safety or equity components.,Sussex,US 13,pavement,6070000,4630307,unfunded,preliminary-design,25,auto,2028,1,11,false,true,true,true,pavement; preservation; state-of-good-repair
UNF-2278,T202520323 SR 202 Concrete Pavement Restoration — Newark,"Slab repair, diamond grinding, and joint resealing on SR 202 MP 12.9 in New Castle County near Newark.",New Castle,SR 202,pavement,4780000,3702325,unfunded,final-design,62,auto,2029,0,12,false,true,false,false,pavement; concrete; preservation
UNF-2279,T202620360 Bowers Local Road Safety Plan,Data-driven local road safety plan for Bowers identifying a high-injury network and proven countermeasures.,Kent,DE 1,planning,560000,425339,unfunded,final-design,82,auto; pedestrian,2025,1,5,false,false,true,false,safety-plan; data-driven; planning
UNF-2280,T202720397 Gumboro DART Stop and Access Improvements — SR 52,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 52 in Gumboro.",Sussex,SR 52,transit,3980000,3001314,unfunded,row,58,transit; pedestrian,2026,1,7,false,true,true,true,transit; equity; pedestrian; ada
UNF-2281,T202220434 SR 71 Bridge Preservation — Edgemoor Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 71 bridge near Edgemoor (MP 24.2).",New Castle,SR 71,bridge,10800000,8647875,unfunded,row,55,auto; freight,2028,1,8,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-2282,T202320471 SR 92 Intersection Safety Package — Cheswold Northbound,"Systemic safety package at SR 92 MP 44.3 serving Cheswold: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 92,safety,4590000,4462499,partially-funded,row,51,auto; pedestrian,2029,0,11,false,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-2283,T202420508 Viola Local Road Safety Plan,Data-driven local road safety plan for Viola identifying a high-injury network and proven countermeasures.,Kent,SR 273,planning,300000,240931,partially-funded,final-design,64,auto; pedestrian,2029,0,3,false,false,true,false,safety-plan; data-driven; planning
UNF-2284,T202520545 SR 1 Lane Departure Countermeasures — Middletown,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 1 MP 30.6 near Middletown.",New Castle,SR 1,safety,7900000,6405122,partially-funded,construction-ready,98,auto,2029,6,35,true,true,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-2285,T202620582 Milford Complete Streets — SR 72 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 72 through Milford town center (Phase 2).",Sussex,SR 72,complete-streets,13230000,11028585,unfunded,preliminary-design,33,auto; pedestrian; bicycle,2027,6,30,true,false,true,false,complete-streets; bike-ped; equity; safety
UNF-2286,T202720619 Delaware City DART Stop and Access Improvements — SR 42,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 42 in Delaware City.",New Castle,SR 42,transit,1940000,1515663,unfunded,final-design,65,transit; pedestrian,2025,0,1,false,true,true,false,transit; equity; pedestrian; ada
UNF-2287,T202220656 Pike Creek Adaptive Signal System — SR 71,"Adaptive signal control, detection, and communications along SR 71 MP 37.1 in Pike Creek.",New Castle,SR 71,signals,2770000,2423505,partially-funded,row,40,auto; transit,2028,1,6,false,false,false,false,signal; operations; congestion; safety
UNF-2288,T202320693 SR 26 Concrete Pavement Restoration — Selbyville,"Slab repair, diamond grinding, and joint resealing on SR 26 MP 19.7 in Sussex County near Selbyville.",Sussex,SR 26,pavement,19340000,17625820,unfunded,row,54,auto,2026,1,12,false,true,false,false,pavement; concrete; preservation
UNF-2289,T202420730 SR 202 Bridge Culvert Replacement — Dover,Replace a deteriorated culvert on SR 202 MP 10.2 near Dover to restore hydraulic capacity and legal loads.,Kent,SR 202,bridge,2440000,2438446,unfunded,final-design,80,auto; freight,2026,0,1,false,false,false,false,bridge; culvert; scour; state-of-good-repair
UNF-2290,T202520767 Rising Sun Sidewalk and Crossing Gap Closure — I-495,"Fill sidewalk gaps and add high-visibility crossings along I-495 MP 44.4 in Rising Sun, with ADA curb ramps.",Kent,I-495,bike-ped,4430000,4275003,partially-funded,preliminary-design,26,pedestrian; bicycle,2027,1,11,false,false,true,true,pedestrian; ada; crossing; vru
UNF-2291,T202620804 SR 8 Bridge Preservation — Harrington Phase 2,"Deck overlay, joint replacement, and scour countermeasures on the SR 8 bridge near Harrington (MP 3.3).",Kent,SR 8,bridge,13740000,10876171,unfunded,planning,12,auto; freight,2026,1,13,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-2292,T202720841 SR 30 Intersection Safety Package — St. Georges FY27,"Systemic safety package at SR 30 MP 13.7 serving St. Georges: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 30,safety,5880000,4498172,unfunded,row,52,auto; pedestrian,2026,2,16,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-2293,T202220878 SR 36 Intersection Safety Package — Delmar FY26,"Systemic safety package at SR 36 MP 34.8 serving Delmar: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 36,safety,7960000,6923875,unfunded,construction-ready,97,auto; pedestrian,2027,6,27,true,true,false,true,intersection; signal; safety; pedestrian; high-crash
UNF-2294,T202320915 I-495 Intersection Safety Package — Hartly Phase 1,"Systemic safety package at I-495 MP 37.8 serving Hartly: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,I-495,safety,13560000,12838429,unfunded,preliminary-design,27,auto; pedestrian,2029,3,22,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-2295,T202420952 Seaford Complete Streets — SR 82 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 82 through Seaford town center (Phase 2).",Sussex,SR 82,complete-streets,8810000,7331978,unfunded,final-design,79,auto; pedestrian; bicycle,2029,1,7,false,false,true,false,complete-streets; bike-ped; equity; safety
UNF-2296,T202520989 SR 36 Lane Departure Countermeasures — Milford,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 36 MP 4.4 near Milford.",Sussex,SR 36,safety,8900000,7899739,unfunded,final-design,66,auto,2028,6,30,true,false,false,true,lane-departure; rural; high-friction; systemic; safety
UNF-2297,T202621026 SR 404 Drainage and Flood Mitigation — St. Georges,Stormwater upgrades and roadway raising where SR 404 MP 15.3 floods near St. Georges.,New Castle,SR 404,resilience,14650000,11903823,unfunded,planning,13,auto,2027,0,6,false,true,false,false,flood; drainage; resilience
UNF-2298,T202721063 Glasgow Adaptive Signal System — SR 2,"Adaptive signal control, detection, and communications along SR 2 MP 14.8 in Glasgow.",New Castle,SR 2,signals,6150000,5074268,unfunded,planning,9,auto; transit,2026,0,5,false,false,false,false,signal; operations; congestion; safety
UNF-2299,T202221100 SR 16 Intersection Safety Package — Leipsic Group B,"Systemic safety package at SR 16 MP 30.9 serving Leipsic: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 16,safety,9690000,8321285,unfunded,construction-ready,92,auto; pedestrian,2025,3,12,true,false,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-2300,T202321137 SR 273 ITS Camera and Fiber — Cheswold FY26,"CCTV, fiber interconnect, and TMC integration on SR 273 MP 14.9 serving Cheswold and Kent County operations.",Kent,SR 273,signals,7420000,7004533,unfunded,row,58,auto,2028,0,0,false,false,false,false,its; operations; congestion; signal
UNF-2301,T202421174 Kenton Adaptive Signal System — SR 300,"Adaptive signal control, detection, and communications along SR 300 MP 14.8 in Kenton.",Kent,SR 300,signals,3650000,3241468,unfunded,row,46,auto; transit,2025,0,7,false,false,false,true,signal; operations; congestion; safety
UNF-2302,T202521211 SR 1 ITS Camera and Fiber — Christiana Phase 1,"CCTV, fiber interconnect, and TMC integration on SR 1 MP 26.4 serving Christiana and New Castle County operations.",New Castle,SR 1,signals,2240000,1697899,unfunded,row,45,auto,2027,0,3,false,false,false,false,its; operations; congestion; signal
UNF-2303,T202621248 Hockessin Complete Streets — SR 72 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 72 through Hockessin town center (FY27).",New Castle,SR 72,complete-streets,16380000,14897300,unfunded,final-design,62,auto; pedestrian; bicycle,2025,5,33,true,false,false,false,complete-streets; bike-ped; equity; safety
UNF-2304,T202721285 Pike Creek Adaptive Signal System — SR 36,"Adaptive signal control, detection, and communications along SR 36 MP 38.8 in Pike Creek.",New Castle,SR 36,signals,2610000,2501606,unfunded,preliminary-design,23,auto; transit,2029,0,1,false,true,false,true,signal; operations; congestion; safety
